student_id,date_registered,f2p,total_minutes_watched,buckets
287603,2022-08-22,0,0,[0]
287644,2022-08-22,0,0,[0]
287648,2022-08-22,0,0,[0]
287678,2022-08-23,0,0,[0]
287680,2022-08-23,0,0,[0]
287700,2022-08-23,0,0,[0]
287839,2022-08-24,0,0,[0]
287841,2022-08-24,0,0,[0]
287860,2022-08-24,0,0,[0]
287897,2022-08-24,0,0,[0]
287966,2022-08-25,0,0,[0]
288039,2022-08-25,0,0,[0]
288042,2022-08-25,0,0,[0]
288096,2022-08-25,0,0,[0]
288177,2022-08-26,0,0,[0]
288287,2022-08-27,0,0,[0]
288398,2022-08-28,0,0,[0]
288414,2022-08-28,0,0,[0]
288441,2022-08-28,0,0,[0]
288520,2022-08-29,0,0,[0]
288610,2022-08-29,0,0,[0]
288611,2022-08-29,0,0,[0]
288634,2022-08-29,0,0,[0]
288671,2022-08-30,0,0,[0]
288740,2022-08-30,0,0,[0]
288758,2022-08-30,0,0,[0]
288962,2022-09-01,0,0,[0]
289076,2022-09-01,0,0,[0]
289081,2022-09-01,0,0,[0]
289085,2022-09-01,0,0,[0]
289128,2022-09-02,0,0,[0]
289245,2022-09-03,0,0,[0]
289349,2022-09-04,0,0,[0]
289400,2022-09-04,0,0,[0]
289438,2022-09-04,0,0,[0]
289451,2022-09-05,0,0,[0]
289587,2022-09-06,0,0,[0]
289599,2022-09-06,0,0,[0]
289611,2022-09-06,0,0,[0]
289617,2022-09-06,0,0,[0]
289640,2022-09-06,0,0,[0]
289664,2022-09-06,0,0,[0]
289772,2022-09-07,0,0,[0]
289814,2022-09-07,0,0,[0]
289819,2022-09-07,0,0,[0]
289894,2022-09-08,0,0,[0]
290220,2022-09-11,0,0,[0]
290261,2022-09-11,0,0,[0]
290395,2022-09-12,0,0,[0]
290397,2022-09-12,0,0,[0]
290420,2022-09-12,0,0,[0]
290452,2022-09-13,0,0,[0]
290482,2022-09-13,0,0,[0]
290516,2022-09-13,0,0,[0]
290578,2022-09-13,0,0,[0]
290592,2022-09-13,0,0,[0]
290672,2022-09-14,0,0,[0]
290681,2022-09-14,0,0,[0]
290754,2022-09-14,0,0,[0]
290869,2022-09-15,0,0,[0]
290903,2022-09-16,0,0,[0]
291017,2022-09-17,0,0,[0]
291501,2022-09-21,0,0,[0]
291585,2022-09-21,0,0,[0]
291712,2022-09-22,0,0,[0]
291966,2022-09-24,0,0,[0]
291967,2022-09-24,0,0,[0]
291983,2022-09-25,0,0,[0]
292105,2022-09-26,0,0,[0]
292450,2022-09-28,0,0,[0]
292457,2022-09-28,0,0,[0]
292464,2022-09-28,0,0,[0]
292472,2022-09-28,0,0,[0]
292503,2022-09-29,0,0,[0]
292537,2022-09-29,0,0,[0]
292571,2022-09-29,0,0,[0]
292679,2022-09-30,0,0,[0]
292718,2022-09-30,0,0,[0]
292870,2022-10-01,0,0,[0]
293009,2022-10-02,0,0,[0]
293047,2022-10-03,0,0,[0]
293143,2022-10-03,0,0,[0]
293254,2022-10-04,0,0,[0]
293317,2022-10-05,0,0,[0]
293321,2022-10-05,0,0,[0]
293363,2022-10-05,0,0,[0]
293378,2022-10-05,0,0,[0]
293514,2022-10-06,0,0,[0]
293720,2022-10-07,0,0,[0]
293761,2022-10-08,0,0,[0]
293767,2022-10-08,0,0,[0]
293987,2022-10-09,0,0,[0]
294074,2022-10-10,0,0,[0]
294094,2022-10-10,0,0,[0]
294244,2022-10-11,0,0,[0]
294326,2022-10-11,0,0,[0]
294390,2022-10-12,0,0,[0]
294506,2022-10-13,0,0,[0]
294692,2022-10-14,0,0,[0]
294708,2022-10-14,0,0,[0]
294741,2022-10-14,0,0,[0]
294793,2022-10-15,0,0,[0]
294799,2022-10-15,0,0,[0]
294839,2022-10-15,0,0,[0]
294858,2022-10-15,0,0,[0]
295225,2022-10-18,0,0,[0]
295340,2022-10-19,0,0,[0]
295360,2022-10-19,0,0,[0]
295385,2022-10-20,0,0,[0]
295456,2022-10-20,0,0,[0]
295465,2022-10-20,0,0,[0]
295481,2022-10-20,0,0,[0]
295495,2022-10-20,0,0,[0]
295696,2022-10-22,0,0,[0]
295782,2022-10-23,0,0,[0]
295937,2022-10-24,0,0,[0]
296055,2022-10-25,0,0,[0]
296087,2022-10-25,0,0,[0]
296272,2022-10-26,0,0,[0]
296357,2022-10-26,0,0,[0]
296418,2022-10-27,0,0,[0]
296603,2022-10-28,0,0,[0]
296663,2022-10-28,0,0,[0]
296708,2022-10-29,0,0,[0]
296735,2022-10-29,0,0,[0]
296858,2022-10-30,0,0,[0]
296877,2022-10-30,0,0,[0]
296962,2022-10-31,0,0,[0]
263072,2022-02-08,1,0,[0]
270904,2022-04-15,1,0,[0]
275486,2022-05-31,1,0,[0]
275573,2022-05-31,1,0,[0]
258823,2022-01-01,0,0,[0]
259281,2022-01-04,0,0,[0]
259405,2022-01-05,0,0,[0]
259531,2022-01-06,0,0,[0]
259569,2022-01-07,0,0,[0]
259609,2022-01-07,0,0,[0]
259660,2022-01-08,0,0,[0]
259667,2022-01-08,0,0,[0]
259700,2022-01-08,0,0,[0]
259821,2022-01-09,0,0,[0]
259826,2022-01-09,0,0,[0]
260124,2022-01-12,0,0,[0]
260154,2022-01-12,0,0,[0]
260219,2022-01-13,0,0,[0]
260293,2022-01-13,0,0,[0]
260337,2022-01-14,0,0,[0]
260346,2022-01-14,0,0,[0]
260388,2022-01-14,0,0,[0]
260445,2022-01-14,0,0,[0]
260447,2022-01-14,0,0,[0]
260476,2022-01-14,0,0,[0]
260528,2022-01-15,0,0,[0]
260573,2022-01-15,0,0,[0]
260827,2022-01-18,0,0,[0]
261038,2022-01-20,0,0,[0]
261047,2022-01-20,0,0,[0]
261066,2022-01-20,0,0,[0]
261093,2022-01-20,0,0,[0]
261153,2022-01-21,0,0,[0]
261174,2022-01-21,0,0,[0]
261624,2022-01-26,0,0,[0]
261629,2022-01-26,0,0,[0]
261683,2022-01-26,0,0,[0]
261730,2022-01-27,0,0,[0]
261749,2022-01-27,0,0,[0]
261784,2022-01-27,0,0,[0]
261885,2022-01-28,0,0,[0]
261948,2022-01-29,0,0,[0]
262055,2022-01-30,0,0,[0]
262062,2022-01-30,0,0,[0]
262086,2022-01-31,0,0,[0]
262111,2022-01-31,0,0,[0]
262114,2022-01-31,0,0,[0]
262364,2022-02-02,0,0,[0]
262431,2022-02-03,0,0,[0]
262463,2022-02-03,0,0,[0]
262571,2022-02-03,0,0,[0]
262595,2022-02-04,0,0,[0]
262716,2022-02-05,0,0,[0]
262722,2022-02-05,0,0,[0]
262740,2022-02-05,0,0,[0]
262759,2022-02-05,0,0,[0]
262766,2022-02-05,0,0,[0]
262795,2022-02-05,0,0,[0]
262841,2022-02-06,0,0,[0]
262946,2022-02-07,0,0,[0]
263015,2022-02-08,0,0,[0]
263098,2022-02-08,0,0,[0]
263161,2022-02-09,0,0,[0]
263287,2022-02-10,0,0,[0]
263315,2022-02-11,0,0,[0]
263327,2022-02-11,0,0,[0]
263362,2022-02-11,0,0,[0]
263430,2022-02-12,0,0,[0]
263548,2022-02-13,0,0,[0]
263559,2022-02-13,0,0,[0]
263566,2022-02-13,0,0,[0]
263843,2022-02-16,0,0,[0]
263991,2022-02-17,0,0,[0]
264031,2022-02-17,0,0,[0]
264189,2022-02-19,0,0,[0]
264356,2022-02-20,0,0,[0]
264420,2022-02-21,0,0,[0]
264505,2022-02-21,0,0,[0]
264510,2022-02-21,0,0,[0]
264529,2022-02-22,0,0,[0]
264910,2022-02-24,0,0,[0]
264991,2022-02-25,0,0,[0]
265002,2022-02-25,0,0,[0]
265100,2022-02-26,0,0,[0]
265254,2022-02-27,0,0,[0]
265297,2022-02-28,0,0,[0]
265476,2022-03-01,0,0,[0]
265490,2022-03-01,0,0,[0]
265491,2022-03-01,0,0,[0]
265554,2022-03-01,0,0,[0]
265558,2022-03-01,0,0,[0]
265603,2022-03-02,0,0,[0]
265713,2022-03-03,0,0,[0]
265729,2022-03-03,0,0,[0]
265783,2022-03-03,0,0,[0]
265823,2022-03-04,0,0,[0]
265833,2022-03-04,0,0,[0]
265887,2022-03-04,0,0,[0]
266019,2022-03-06,0,0,[0]
266046,2022-03-06,0,0,[0]
266063,2022-03-06,0,0,[0]
266166,2022-03-07,0,0,[0]
266185,2022-03-07,0,0,[0]
266193,2022-03-07,0,0,[0]
266205,2022-03-07,0,0,[0]
266211,2022-03-07,0,0,[0]
266287,2022-03-07,0,0,[0]
266341,2022-03-08,0,0,[0]
266399,2022-03-08,0,0,[0]
266400,2022-03-08,0,0,[0]
266478,2022-03-09,0,0,[0]
266535,2022-03-09,0,0,[0]
266536,2022-03-09,0,0,[0]
266581,2022-03-09,0,0,[0]
266632,2022-03-10,0,0,[0]
266677,2022-03-10,0,0,[0]
266715,2022-03-10,0,0,[0]
266808,2022-03-11,0,0,[0]
266854,2022-03-11,0,0,[0]
266868,2022-03-11,0,0,[0]
266932,2022-03-12,0,0,[0]
266954,2022-03-12,0,0,[0]
267028,2022-03-12,0,0,[0]
267059,2022-03-13,0,0,[0]
267074,2022-03-13,0,0,[0]
267115,2022-03-13,0,0,[0]
267135,2022-03-13,0,0,[0]
267139,2022-03-13,0,0,[0]
267191,2022-03-14,0,0,[0]
267273,2022-03-14,0,0,[0]
267283,2022-03-14,0,0,[0]
267305,2022-03-14,0,0,[0]
267306,2022-03-14,0,0,[0]
267337,2022-03-15,0,0,[0]
267383,2022-03-15,0,0,[0]
267440,2022-03-15,0,0,[0]
267536,2022-03-16,0,0,[0]
267583,2022-03-16,0,0,[0]
267607,2022-03-16,0,0,[0]
267639,2022-03-17,0,0,[0]
267841,2022-03-18,0,0,[0]
268048,2022-03-20,0,0,[0]
268054,2022-03-20,0,0,[0]
268102,2022-03-20,0,0,[0]
268164,2022-03-21,0,0,[0]
268181,2022-03-21,0,0,[0]
268210,2022-03-21,0,0,[0]
268336,2022-03-22,0,0,[0]
268385,2022-03-23,0,0,[0]
268589,2022-03-25,0,0,[0]
268595,2022-03-25,0,0,[0]
268640,2022-03-26,0,0,[0]
268674,2022-03-27,0,0,[0]
268804,2022-03-28,0,0,[0]
268837,2022-03-29,0,0,[0]
268842,2022-03-29,0,0,[0]
268886,2022-03-29,0,0,[0]
269026,2022-03-30,0,0,[0]
269132,2022-03-31,0,0,[0]
269150,2022-03-31,0,0,[0]
269162,2022-03-31,0,0,[0]
269212,2022-04-01,0,0,[0]
269292,2022-04-01,0,0,[0]
269504,2022-04-03,0,0,[0]
269533,2022-04-03,0,0,[0]
269715,2022-04-05,0,0,[0]
269897,2022-04-07,0,0,[0]
270119,2022-04-08,0,0,[0]
270306,2022-04-10,0,0,[0]
270533,2022-04-12,0,0,[0]
270549,2022-04-12,0,0,[0]
270582,2022-04-12,0,0,[0]
270598,2022-04-12,0,0,[0]
270721,2022-04-13,0,0,[0]
270733,2022-04-13,0,0,[0]
270770,2022-04-14,0,0,[0]
270959,2022-04-16,0,0,[0]
270993,2022-04-16,0,0,[0]
271011,2022-04-16,0,0,[0]
271059,2022-04-17,0,0,[0]
271130,2022-04-18,0,0,[0]
271166,2022-04-18,0,0,[0]
271179,2022-04-18,0,0,[0]
271191,2022-04-18,0,0,[0]
271238,2022-04-19,0,0,[0]
271268,2022-04-19,0,0,[0]
271284,2022-04-19,0,0,[0]
271304,2022-04-19,0,0,[0]
271313,2022-04-19,0,0,[0]
271325,2022-04-19,0,0,[0]
271377,2022-04-20,0,0,[0]
271536,2022-04-21,0,0,[0]
271572,2022-04-22,0,0,[0]
271915,2022-04-25,0,0,[0]
272003,2022-04-26,0,0,[0]
272069,2022-04-27,0,0,[0]
272101,2022-04-27,0,0,[0]
272143,2022-04-27,0,0,[0]
272208,2022-04-28,0,0,[0]
272366,2022-04-29,0,0,[0]
272391,2022-04-29,0,0,[0]
272492,2022-05-01,0,0,[0]
272503,2022-05-01,0,0,[0]
272635,2022-05-02,0,0,[0]
272787,2022-05-04,0,0,[0]
272817,2022-05-04,0,0,[0]
272846,2022-05-04,0,0,[0]
272858,2022-05-04,0,0,[0]
272910,2022-05-05,0,0,[0]
272921,2022-05-05,0,0,[0]
273010,2022-05-06,0,0,[0]
273016,2022-05-06,0,0,[0]
273036,2022-05-06,0,0,[0]
273066,2022-05-07,0,0,[0]
273166,2022-05-08,0,0,[0]
273225,2022-05-08,0,0,[0]
273305,2022-05-09,0,0,[0]
273370,2022-05-10,0,0,[0]
273460,2022-05-10,0,0,[0]
273468,2022-05-10,0,0,[0]
273662,2022-05-12,0,0,[0]
273745,2022-05-12,0,0,[0]
273771,2022-05-13,0,0,[0]
273845,2022-05-13,0,0,[0]
273912,2022-05-14,0,0,[0]
273940,2022-05-14,0,0,[0]
273983,2022-05-15,0,0,[0]
273993,2022-05-15,0,0,[0]
274007,2022-05-15,0,0,[0]
274082,2022-05-16,0,0,[0]
274104,2022-05-16,0,0,[0]
274186,2022-05-17,0,0,[0]
274567,2022-05-20,0,0,[0]
274568,2022-05-20,0,0,[0]
274605,2022-05-20,0,0,[0]
274607,2022-05-21,0,0,[0]
274697,2022-05-22,0,0,[0]
274717,2022-05-22,0,0,[0]
274821,2022-05-23,0,0,[0]
274932,2022-05-24,0,0,[0]
274952,2022-05-24,0,0,[0]
275015,2022-05-25,0,0,[0]
275040,2022-05-25,0,0,[0]
275151,2022-05-26,0,0,[0]
275160,2022-05-27,0,0,[0]
275170,2022-05-27,0,0,[0]
275264,2022-05-28,0,0,[0]
275335,2022-05-29,0,0,[0]
275345,2022-05-29,0,0,[0]
275369,2022-05-29,0,0,[0]
275382,2022-05-30,0,0,[0]
275416,2022-05-30,0,0,[0]
275494,2022-05-31,0,0,[0]
275500,2022-05-31,0,0,[0]
275604,2022-06-01,0,0,[0]
275675,2022-06-01,0,0,[0]
275745,2022-06-01,0,0,[0]
276096,2022-06-02,0,0,[0]
276097,2022-06-02,0,0,[0]
276156,2022-06-02,0,0,[0]
276188,2022-06-02,0,0,[0]
276234,2022-06-02,0,0,[0]
276245,2022-06-03,0,0,[0]
276367,2022-06-03,0,0,[0]
276424,2022-06-03,0,0,[0]
276523,2022-06-04,0,0,[0]
276588,2022-06-04,0,0,[0]
276641,2022-06-05,0,0,[0]
276681,2022-06-05,0,0,[0]
276822,2022-06-06,0,0,[0]
276901,2022-06-07,0,0,[0]
276927,2022-06-07,0,0,[0]
276980,2022-06-07,0,0,[0]
277048,2022-06-08,0,0,[0]
277059,2022-06-08,0,0,[0]
277123,2022-06-08,0,0,[0]
277214,2022-06-09,0,0,[0]
277291,2022-06-10,0,0,[0]
277335,2022-06-10,0,0,[0]
277343,2022-06-10,0,0,[0]
277414,2022-06-11,0,0,[0]
277466,2022-06-11,0,0,[0]
277495,2022-06-12,0,0,[0]
277512,2022-06-12,0,0,[0]
277558,2022-06-12,0,0,[0]
277576,2022-06-13,0,0,[0]
277674,2022-06-13,0,0,[0]
277742,2022-06-14,0,0,[0]
277752,2022-06-14,0,0,[0]
277883,2022-06-15,0,0,[0]
277990,2022-06-16,0,0,[0]
277996,2022-06-16,0,0,[0]
278091,2022-06-17,0,0,[0]
278092,2022-06-17,0,0,[0]
278168,2022-06-17,0,0,[0]
278411,2022-06-19,0,0,[0]
278415,2022-06-19,0,0,[0]
278458,2022-06-19,0,0,[0]
278485,2022-06-19,0,0,[0]
278528,2022-06-19,0,0,[0]
278568,2022-06-20,0,0,[0]
278671,2022-06-20,0,0,[0]
278705,2022-06-20,0,0,[0]
278928,2022-06-22,0,0,[0]
278977,2022-06-23,0,0,[0]
279052,2022-06-23,0,0,[0]
279174,2022-06-24,0,0,[0]
279246,2022-06-25,0,0,[0]
279247,2022-06-25,0,0,[0]
279252,2022-06-25,0,0,[0]
279333,2022-06-26,0,0,[0]
279483,2022-06-27,0,0,[0]
279533,2022-06-28,0,0,[0]
279666,2022-06-29,0,0,[0]
279711,2022-06-29,0,0,[0]
279868,2022-06-30,0,0,[0]
280033,2022-07-02,0,0,[0]
280073,2022-07-02,0,0,[0]
280205,2022-07-03,0,0,[0]
280245,2022-07-04,0,0,[0]
280381,2022-07-05,0,0,[0]
280487,2022-07-06,0,0,[0]
280509,2022-07-06,0,0,[0]
280562,2022-07-06,0,0,[0]
280640,2022-07-07,0,0,[0]
280704,2022-07-07,0,0,[0]
280826,2022-07-08,0,0,[0]
280844,2022-07-09,0,0,[0]
280920,2022-07-09,0,0,[0]
280965,2022-07-10,0,0,[0]
281016,2022-07-10,0,0,[0]
281158,2022-07-11,0,0,[0]
281246,2022-07-12,0,0,[0]
281261,2022-07-12,0,0,[0]
281275,2022-07-12,0,0,[0]
281416,2022-07-13,0,0,[0]
281431,2022-07-13,0,0,[0]
281439,2022-07-13,0,0,[0]
281445,2022-07-13,0,0,[0]
281542,2022-07-14,0,0,[0]
281636,2022-07-15,0,0,[0]
281664,2022-07-15,0,0,[0]
281683,2022-07-16,0,0,[0]
281755,2022-07-16,0,0,[0]
281909,2022-07-17,0,0,[0]
281927,2022-07-18,0,0,[0]
282082,2022-07-19,0,0,[0]
282162,2022-07-20,0,0,[0]
282182,2022-07-20,0,0,[0]
282480,2022-07-24,0,0,[0]
282584,2022-07-25,0,0,[0]
282664,2022-07-26,0,0,[0]
283016,2022-07-29,0,0,[0]
283032,2022-07-30,0,0,[0]
283074,2022-07-30,0,0,[0]
283094,2022-07-30,0,0,[0]
283135,2022-07-30,0,0,[0]
283249,2022-07-31,0,0,[0]
283290,2022-07-31,0,0,[0]
283324,2022-08-01,0,0,[0]
283492,2022-08-01,0,0,[0]
283523,2022-08-02,0,0,[0]
283555,2022-08-02,0,0,[0]
283777,2022-08-03,0,0,[0]
283902,2022-08-04,0,0,[0]
283906,2022-08-04,0,0,[0]
283966,2022-08-05,0,0,[0]
283972,2022-08-05,0,0,[0]
283984,2022-08-05,0,0,[0]
284042,2022-08-05,0,0,[0]
284096,2022-08-06,0,0,[0]
284107,2022-08-06,0,0,[0]
284114,2022-08-06,0,0,[0]
284120,2022-08-06,0,0,[0]
284196,2022-08-06,0,0,[0]
284200,2022-08-06,0,0,[0]
284295,2022-08-07,0,0,[0]
284407,2022-08-08,0,0,[0]
284448,2022-08-08,0,0,[0]
284503,2022-08-09,0,0,[0]
284565,2022-08-09,0,0,[0]
284745,2022-08-10,0,0,[0]
284878,2022-08-11,0,0,[0]
284927,2022-08-11,0,0,[0]
284928,2022-08-11,0,0,[0]
284993,2022-08-11,0,0,[0]
285012,2022-08-11,0,0,[0]
285017,2022-08-11,0,0,[0]
285286,2022-08-13,0,0,[0]
285318,2022-08-13,0,0,[0]
285370,2022-08-14,0,0,[0]
285379,2022-08-14,0,0,[0]
285405,2022-08-14,0,0,[0]
285432,2022-08-14,0,0,[0]
285534,2022-08-15,0,0,[0]
285563,2022-08-15,0,0,[0]
285587,2022-08-15,0,0,[0]
285839,2022-08-15,0,0,[0]
285892,2022-08-15,0,0,[0]
285940,2022-08-15,0,0,[0]
286072,2022-08-15,0,0,[0]
286116,2022-08-15,0,0,[0]
286159,2022-08-15,0,0,[0]
286176,2022-08-15,0,0,[0]
286227,2022-08-16,0,0,[0]
286338,2022-08-16,0,0,[0]
286516,2022-08-16,0,0,[0]
286556,2022-08-16,0,0,[0]
286583,2022-08-16,0,0,[0]
286791,2022-08-17,0,0,[0]
286954,2022-08-17,0,0,[0]
286967,2022-08-17,0,0,[0]
287050,2022-08-18,0,0,[0]
287086,2022-08-18,0,0,[0]
287228,2022-08-19,0,0,[0]
287321,2022-08-20,0,0,[0]
287433,2022-08-20,0,0,[0]
287502,2022-08-21,0,0,[0]
287545,2022-08-22,0,0,[0]
287655,2022-08-22,0,0,[0]
287693,2022-08-23,0,0,[0]
287714,2022-08-23,0,0,[0]
287724,2022-08-23,0,0,[0]
287735,2022-08-23,0,0,[0]
287777,2022-08-23,0,0,[0]
287782,2022-08-23,0,0,[0]
287857,2022-08-24,0,0,[0]
287871,2022-08-24,0,0,[0]
287957,2022-08-25,0,0,[0]
287984,2022-08-25,0,0,[0]
288132,2022-08-26,0,0,[0]
288241,2022-08-27,0,0,[0]
288309,2022-08-27,0,0,[0]
288420,2022-08-28,0,0,[0]
288433,2022-08-28,0,0,[0]
288438,2022-08-28,0,0,[0]
288516,2022-08-29,0,0,[0]
288540,2022-08-29,0,0,[0]
288575,2022-08-29,0,0,[0]
288693,2022-08-30,0,0,[0]
288750,2022-08-30,0,0,[0]
288786,2022-08-30,0,0,[0]
288864,2022-08-31,0,0,[0]
288881,2022-08-31,0,0,[0]
288979,2022-09-01,0,0,[0]
289016,2022-09-01,0,0,[0]
289156,2022-09-02,0,0,[0]
289211,2022-09-02,0,0,[0]
289305,2022-09-03,0,0,[0]
289406,2022-09-04,0,0,[0]
289513,2022-09-05,0,0,[0]
289537,2022-09-05,0,0,[0]
289565,2022-09-05,0,0,[0]
289626,2022-09-06,0,0,[0]
289720,2022-09-07,0,0,[0]
289736,2022-09-07,0,0,[0]
289795,2022-09-07,0,0,[0]
289848,2022-09-08,0,0,[0]
289853,2022-09-08,0,0,[0]
289914,2022-09-08,0,0,[0]
289966,2022-09-09,0,0,[0]
289977,2022-09-09,0,0,[0]
289987,2022-09-09,0,0,[0]
290002,2022-09-09,0,0,[0]
290013,2022-09-09,0,0,[0]
290016,2022-09-09,0,0,[0]
290161,2022-09-10,0,0,[0]
290164,2022-09-10,0,0,[0]
290243,2022-09-11,0,0,[0]
290278,2022-09-11,0,0,[0]
290309,2022-09-11,0,0,[0]
290326,2022-09-12,0,0,[0]
290343,2022-09-12,0,0,[0]
290477,2022-09-13,0,0,[0]
290483,2022-09-13,0,0,[0]
290507,2022-09-13,0,0,[0]
290539,2022-09-13,0,0,[0]
290599,2022-09-13,0,0,[0]
290607,2022-09-13,0,0,[0]
290629,2022-09-14,0,0,[0]
290632,2022-09-14,0,0,[0]
290702,2022-09-14,0,0,[0]
290722,2022-09-14,0,0,[0]
290731,2022-09-14,0,0,[0]
291216,2022-09-18,0,0,[0]
291226,2022-09-18,0,0,[0]
291324,2022-09-19,0,0,[0]
291361,2022-09-19,0,0,[0]
291451,2022-09-20,0,0,[0]
291484,2022-09-20,0,0,[0]
291499,2022-09-21,0,0,[0]
291615,2022-09-22,0,0,[0]
291659,2022-09-22,0,0,[0]
291859,2022-09-23,0,0,[0]
292052,2022-09-25,0,0,[0]
292063,2022-09-25,0,0,[0]
292373,2022-09-27,0,0,[0]
292471,2022-09-28,0,0,[0]
292709,2022-09-30,0,0,[0]
292788,2022-10-01,0,0,[0]
292807,2022-10-01,0,0,[0]
292812,2022-10-01,0,0,[0]
292872,2022-10-01,0,0,[0]
292919,2022-10-02,0,0,[0]
292930,2022-10-02,0,0,[0]
292940,2022-10-02,0,0,[0]
293114,2022-10-03,0,0,[0]
293260,2022-10-04,0,0,[0]
293353,2022-10-05,0,0,[0]
293391,2022-10-05,0,0,[0]
293429,2022-10-05,0,0,[0]
293685,2022-10-07,0,0,[0]
293744,2022-10-07,0,0,[0]
293755,2022-10-08,0,0,[0]
293800,2022-10-08,0,0,[0]
293830,2022-10-08,0,0,[0]
293920,2022-10-09,0,0,[0]
293963,2022-10-09,0,0,[0]
294023,2022-10-10,0,0,[0]
294073,2022-10-10,0,0,[0]
294323,2022-10-11,0,0,[0]
294425,2022-10-12,0,0,[0]
294643,2022-10-14,0,0,[0]
294706,2022-10-14,0,0,[0]
294843,2022-10-15,0,0,[0]
294878,2022-10-16,0,0,[0]
295059,2022-10-17,0,0,[0]
295076,2022-10-17,0,0,[0]
295270,2022-10-19,0,0,[0]
295477,2022-10-20,0,0,[0]
295723,2022-10-22,0,0,[0]
295755,2022-10-22,0,0,[0]
295924,2022-10-24,0,0,[0]
295925,2022-10-24,0,0,[0]
295982,2022-10-24,0,0,[0]
296040,2022-10-25,0,0,[0]
296336,2022-10-26,0,0,[0]
296411,2022-10-27,0,0,[0]
296439,2022-10-27,0,0,[0]
296510,2022-10-27,0,0,[0]
296696,2022-10-29,0,0,[0]
296713,2022-10-29,0,0,[0]
296715,2022-10-29,0,0,[0]
296728,2022-10-29,0,0,[0]
296825,2022-10-30,0,0,[0]
296866,2022-10-30,0,0,[0]
296891,2022-10-30,0,0,[0]
296961,2022-10-31,0,0,[0]
266962,2022-03-12,1,0,[0]
270518,2022-04-12,1,0,[0]
258808,2022-01-01,0,0,[0]
259074,2022-01-03,0,0,[0]
259075,2022-01-03,0,0,[0]
259111,2022-01-03,0,0,[0]
259162,2022-01-03,0,0,[0]
259194,2022-01-04,0,0,[0]
259227,2022-01-04,0,0,[0]
259367,2022-01-05,0,0,[0]
259479,2022-01-06,0,0,[0]
259552,2022-01-07,0,0,[0]
259647,2022-01-07,0,0,[0]
259735,2022-01-08,0,0,[0]
259754,2022-01-08,0,0,[0]
259803,2022-01-09,0,0,[0]
259897,2022-01-10,0,0,[0]
259928,2022-01-10,0,0,[0]
259951,2022-01-10,0,0,[0]
259958,2022-01-10,0,0,[0]
260100,2022-01-12,0,0,[0]
260113,2022-01-12,0,0,[0]
260127,2022-01-12,0,0,[0]
260141,2022-01-12,0,0,[0]
260268,2022-01-13,0,0,[0]
260336,2022-01-14,0,0,[0]
260344,2022-01-14,0,0,[0]
260349,2022-01-14,0,0,[0]
260377,2022-01-14,0,0,[0]
260432,2022-01-14,0,0,[0]
260460,2022-01-14,0,0,[0]
260555,2022-01-15,0,0,[0]
260618,2022-01-16,0,0,[0]
260670,2022-01-16,0,0,[0]
260710,2022-01-17,0,0,[0]
260936,2022-01-19,0,0,[0]
260989,2022-01-19,0,0,[0]
261222,2022-01-22,0,0,[0]
261231,2022-01-22,0,0,[0]
261363,2022-01-23,0,0,[0]
261371,2022-01-23,0,0,[0]
261386,2022-01-23,0,0,[0]
261539,2022-01-25,0,0,[0]
261726,2022-01-27,0,0,[0]
261832,2022-01-28,0,0,[0]
261971,2022-01-29,0,0,[0]
261984,2022-01-29,0,0,[0]
262017,2022-01-30,0,0,[0]
262024,2022-01-30,0,0,[0]
262031,2022-01-30,0,0,[0]
262051,2022-01-30,0,0,[0]
262115,2022-01-31,0,0,[0]
262130,2022-01-31,0,0,[0]
262238,2022-02-01,0,0,[0]
262239,2022-02-01,0,0,[0]
262254,2022-02-01,0,0,[0]
262262,2022-02-01,0,0,[0]
262294,2022-02-01,0,0,[0]
262373,2022-02-02,0,0,[0]
262448,2022-02-03,0,0,[0]
262478,2022-02-03,0,0,[0]
262480,2022-02-03,0,0,[0]
262508,2022-02-03,0,0,[0]
262537,2022-02-03,0,0,[0]
262624,2022-02-04,0,0,[0]
262628,2022-02-04,0,0,[0]
262688,2022-02-04,0,0,[0]
262719,2022-02-05,0,0,[0]
262855,2022-02-06,0,0,[0]
262934,2022-02-07,0,0,[0]
263030,2022-02-08,0,0,[0]
263044,2022-02-08,0,0,[0]
263089,2022-02-08,0,0,[0]
263114,2022-02-08,0,0,[0]
263129,2022-02-09,0,0,[0]
263157,2022-02-09,0,0,[0]
263169,2022-02-09,0,0,[0]
263217,2022-02-09,0,0,[0]
263233,2022-02-09,0,0,[0]
263245,2022-02-10,0,0,[0]
263262,2022-02-10,0,0,[0]
263312,2022-02-11,0,0,[0]
263341,2022-02-11,0,0,[0]
263384,2022-02-11,0,0,[0]
263439,2022-02-12,0,0,[0]
263504,2022-02-13,0,0,[0]
263507,2022-02-13,0,0,[0]
263518,2022-02-13,0,0,[0]
263812,2022-02-16,0,0,[0]
263856,2022-02-16,0,0,[0]
263867,2022-02-16,0,0,[0]
264014,2022-02-17,0,0,[0]
264075,2022-02-18,0,0,[0]
264239,2022-02-19,0,0,[0]
264288,2022-02-20,0,0,[0]
264293,2022-02-20,0,0,[0]
264352,2022-02-20,0,0,[0]
264373,2022-02-20,0,0,[0]
264385,2022-02-21,0,0,[0]
264390,2022-02-21,0,0,[0]
