student_id,date_watched,minutes_watched,paid
293340,2022-10-05,1.9,0
293341,2022-10-05,0.2,0
293345,2022-10-05,41.83,1
293214,2022-10-05,44.63,1
292447,2022-10-05,42.43,1
282707,2022-10-05,0.12,0
269925,2022-10-05,0.15,0
293355,2022-10-05,6.63,0
286826,2022-10-05,72.83,1
280330,2022-10-05,31.2,1
293361,2022-10-05,0.05,0
293362,2022-10-05,0.27,0
293364,2022-10-05,9.68,0
289823,2022-10-05,10.45,1
293365,2022-10-05,3.7,0
293369,2022-10-05,0.07,0
287739,2022-10-05,0.07,1
293377,2022-10-05,18.63,0
293064,2022-10-05,0.07,0
293386,2022-10-05,4.02,0
293389,2022-10-05,0.22,0
292601,2022-10-05,41.9,1
290703,2022-10-05,0.45,0
292436,2022-10-05,12.98,1
293394,2022-10-05,0.07,0
288719,2022-10-05,50.93,0
293397,2022-10-05,8.17,0
293270,2022-10-05,26.93,0
275766,2022-10-05,0.98,1
290469,2022-10-05,18.25,0
293282,2022-10-05,28.77,0
293403,2022-10-05,6.3,0
293409,2022-10-05,3.47,0
285324,2022-10-05,0.25,0
282454,2022-10-05,0.45,0
293415,2022-10-05,0.62,0
293109,2022-10-05,1.77,0
292768,2022-10-05,5.58,0
293418,2022-10-05,36.5,0
293419,2022-10-05,6.6,0
292939,2022-10-05,15.4,0
293422,2022-10-05,1.18,0
265685,2022-10-05,13.15,1
280897,2022-10-05,68.32,0
293178,2022-10-05,5.42,0
293426,2022-10-05,0.17,0
291566,2022-10-05,27.42,1
293328,2022-10-05,48.58,0
293427,2022-10-05,6.18,0
293431,2022-10-05,9.17,0
293002,2022-10-05,64.58,1
293444,2022-10-05,0.08,0
293395,2022-10-05,6.2,0
292625,2022-10-05,2.55,1
293446,2022-10-05,7.98,0
293437,2022-10-05,0.08,0
293298,2022-10-05,35.28,1
262861,2022-10-05,10.7,1
293452,2022-10-05,1.43,0
293123,2022-10-05,0.82,0
293453,2022-10-05,0.62,0
293319,2022-10-05,3.4,0
293314,2022-10-05,5.08,0
293458,2022-10-05,8.2,0
293460,2022-10-05,0.93,0
292815,2022-10-05,26.75,1
293462,2022-10-05,0.22,0
293465,2022-10-05,8.63,0
293461,2022-10-05,0.08,0
284292,2022-10-05,0.17,1
265685,2022-10-06,113.68,1
282640,2022-10-06,6.4,1
292574,2022-10-06,54.32,1
293462,2022-10-06,1.3,0
293469,2022-10-06,5.05,0
289329,2022-10-06,17.48,1
293002,2022-10-06,33.42,1
287739,2022-10-06,56.53,1
293365,2022-10-06,46.32,0
293477,2022-10-06,0.05,0
293324,2022-10-06,9.55,0
293488,2022-10-06,12.33,0
288140,2022-10-06,0.12,1
293494,2022-10-06,40.8,0
293495,2022-10-06,0.63,0
293502,2022-10-06,37.78,0
292720,2022-10-06,51.75,1
288719,2022-10-06,61.65,1
292689,2022-10-06,13.18,0
293509,2022-10-06,16.98,0
293461,2022-10-06,37.75,0
293512,2022-10-06,1.2,0
292667,2022-10-06,12.22,0
293516,2022-10-06,2.48,0
293358,2022-10-06,7.52,0
293517,2022-10-06,19.08,0
293504,2022-10-06,1.92,0
293282,2022-10-06,9.85,0
293418,2022-10-06,25.33,0
293528,2022-10-06,26.62,0
292848,2022-10-06,22.23,0
279923,2022-10-06,39.33,1
293530,2022-10-06,42.02,0
293458,2022-10-06,18.08,0
293311,2022-10-06,43.68,0
293384,2022-10-06,0.3,0
277748,2022-10-06,0.07,0
277105,2022-10-06,28,1
291566,2022-10-06,12.95,1
292768,2022-10-06,5.72,0
293109,2022-10-06,6.15,0
293545,2022-10-06,12.4,0
293547,2022-10-06,43.83,0
293548,2022-10-06,4.53,0
293549,2022-10-06,9.87,0
293552,2022-10-06,0.27,0
293557,2022-10-06,0.35,0
293564,2022-10-06,0.27,0
293565,2022-10-06,0.1,0
293566,2022-10-06,0.07,0
279229,2022-10-06,19.78,1
292608,2022-10-06,31.85,1
261783,2022-10-06,0.17,1
293570,2022-10-06,0.13,0
293569,2022-10-06,6.13,0
287536,2022-10-06,7.33,0
291733,2022-10-06,0.08,0
292585,2022-10-06,26.05,1
293578,2022-10-06,0.12,0
293447,2022-10-06,42.48,0
293298,2022-10-06,9.77,1
292538,2022-10-06,28.27,1
293583,2022-10-06,41.63,0
293585,2022-10-06,0.07,0
293330,2022-10-06,72.05,1
286559,2022-10-06,10.03,0
293590,2022-10-06,0.25,0
287466,2022-10-06,0.13,1
282726,2022-10-06,16.68,1
293600,2022-10-06,0.08,0
293602,2022-10-06,33.98,0
293603,2022-10-06,6.2,0
293604,2022-10-06,0.05,0
292815,2022-10-06,52.22,1
292602,2022-10-06,0.13,0
270499,2022-10-06,0.68,0
293609,2022-10-06,0.07,0
261390,2022-10-06,1.98,1
292969,2022-10-06,10.47,0
291458,2022-10-06,38.05,1
293610,2022-10-06,0.05,0
293612,2022-10-06,1.17,0
293614,2022-10-06,25.28,0
293618,2022-10-07,6.65,0
282320,2022-10-07,2.75,0
269862,2022-10-07,1.95,1
292436,2022-10-07,19.6,1
293623,2022-10-07,6.55,0
293002,2022-10-07,7,1
260329,2022-10-07,17.85,1
293626,2022-10-07,48.9,0
293324,2022-10-07,42.25,0
287739,2022-10-07,14.65,1
261390,2022-10-07,5.57,1
293561,2022-10-07,2.75,0
289102,2022-10-07,0.08,0
292931,2022-10-07,63.12,1
282640,2022-10-07,7.92,1
293639,2022-10-07,45.45,0
293614,2022-10-07,10.45,0
268287,2022-10-07,9.58,1
293643,2022-10-07,38.43,0
293644,2022-10-07,39.18,0
287112,2022-10-07,13.4,0
293649,2022-10-07,0.1,0
293646,2022-10-07,42.75,0
293653,2022-10-07,2.13,0
293418,2022-10-07,4.83,0
288690,2022-10-07,13.4,1
293590,2022-10-07,1.13,0
287001,2022-10-07,14.68,0
293083,2022-10-07,66.82,1
293461,2022-10-07,3.35,0
278416,2022-10-07,0.08,0
292538,2022-10-07,1.48,1
293540,2022-10-07,0.33,0
293665,2022-10-07,2.93,0
293671,2022-10-07,2.07,0
293664,2022-10-07,11.85,0
292988,2022-10-07,0.27,0
293676,2022-10-07,0.27,0
293675,2022-10-07,6.4,0
293666,2022-10-07,65.57,0
278150,2022-10-07,1.15,0
293458,2022-10-07,1.2,0
293691,2022-10-07,0.33,0
293593,2022-10-07,0.25,0
293694,2022-10-07,0.1,0
293700,2022-10-07,11.37,0
292815,2022-10-07,139.07,1
293707,2022-10-07,1.08,0
272058,2022-10-07,11.45,1
293710,2022-10-07,0.07,0
284983,2022-10-07,0.38,0
293713,2022-10-07,0.05,0
293712,2022-10-07,0.95,0
292585,2022-10-07,3.43,1
293564,2022-10-07,50.48,1
279229,2022-10-07,56.1,1
277834,2022-10-07,90.97,1
283452,2022-10-07,54.13,1
289037,2022-10-07,1.7,0
293734,2022-10-07,0.22,0
270216,2022-10-07,0.1,1
280897,2022-10-07,4.83,0
293739,2022-10-07,1.92,0
293742,2022-10-07,0.65,0
262876,2022-10-07,2.67,0
293603,2022-10-07,18.2,0
289329,2022-10-07,4.72,1
293746,2022-10-07,2.68,0
293749,2022-10-07,0.28,0
293752,2022-10-07,1.08,0
281151,2022-10-07,0.85,0
290469,2022-10-07,1.02,0
290469,2022-10-08,6.22,0
293753,2022-10-08,10.72,0
289329,2022-10-08,27.77,1
282726,2022-10-08,81.95,1
282640,2022-10-08,12.73,1
293623,2022-10-08,5,0
293614,2022-10-08,0.43,0
293713,2022-10-08,105.72,1
270245,2022-10-08,63.93,1
293758,2022-10-08,39.43,0
292589,2022-10-08,38.62,1
292978,2022-10-08,6,0
293764,2022-10-08,0.28,0
283452,2022-10-08,40.72,1
293666,2022-10-08,64.9,0
293776,2022-10-08,0.93,0
283005,2022-10-08,0.13,1
293682,2022-10-08,41.07,0
267106,2022-10-08,34.18,1
293303,2022-10-08,39.52,0
292538,2022-10-08,64.3,1
293710,2022-10-08,25.65,0
290686,2022-10-08,5.75,0
293799,2022-10-08,2.12,0
293803,2022-10-08,0.8,0
268706,2022-10-08,25.92,1
293807,2022-10-08,0.08,0
283238,2022-10-08,5.05,0
293815,2022-10-08,15.83,0
293309,2022-10-08,0.1,0
292667,2022-10-08,5.83,0
293821,2022-10-08,0.05,0
293560,2022-10-08,0.63,0
293564,2022-10-08,7.52,1
293828,2022-10-08,0.05,0
272058,2022-10-08,26.95,1
293834,2022-10-08,0.08,0
293835,2022-10-08,1.12,0
293836,2022-10-08,43.63,0
293838,2022-10-08,0.47,0
292585,2022-10-08,13.05,1
293841,2022-10-08,0.12,0
270607,2022-10-08,35.43,1
290733,2022-10-08,0.27,1
293668,2022-10-08,1.18,0
293590,2022-10-08,8.53,0
278459,2022-10-08,44.18,1
293855,2022-10-08,14.15,0
259846,2022-10-08,138.55,1
293727,2022-10-08,2.65,0
293859,2022-10-08,3.12,0
293860,2022-10-08,0.6,0
289037,2022-10-08,39.73,0
290703,2022-10-08,10.35,0
293866,2022-10-08,20.67,0
293868,2022-10-08,1.18,0
293869,2022-10-08,1.25,0
277834,2022-10-08,23.7,1
293870,2022-10-08,0.08,0
293873,2022-10-08,1.72,0
279062,2022-10-08,16.6,1
293603,2022-10-08,5.67,0
291235,2022-10-08,3.68,0
292955,2022-10-09,12.12,1
293887,2022-10-09,42.27,0
259846,2022-10-09,28.52,1
282726,2022-10-09,27.35,1
277591,2022-10-09,110.3,1
292625,2022-10-09,16.33,1
293891,2022-10-09,0.58,0
291235,2022-10-09,4.12,0
293898,2022-10-09,41.95,0
270216,2022-10-09,0.05,1
293901,2022-10-09,1.9,0
282603,2022-10-09,13.12,1
293869,2022-10-09,0.98,0
293911,2022-10-09,0.12,0
264131,2022-10-09,1.18,1
293919,2022-10-09,0.23,0
293918,2022-10-09,4.15,0
293924,2022-10-09,22.42,0
293923,2022-10-09,9.83,0
267106,2022-10-09,25.57,1
293926,2022-10-09,1.07,0
292113,2022-10-09,53.65,1
278972,2022-10-09,39.27,1
293727,2022-10-09,15.17,0
292017,2022-10-09,0.28,0
293937,2022-10-09,0.68,0
293814,2022-10-09,0.18,0
293427,2022-10-09,2.83,0
293666,2022-10-09,20.95,0
293294,2022-10-09,43.32,0
293945,2022-10-09,3.75,0
264425,2022-10-09,2.2,1
293950,2022-10-09,1.4,0
293951,2022-10-09,23.15,0
275598,2022-10-09,16.72,1
279229,2022-10-09,32.58,1
293956,2022-10-09,0.05,0
293458,2022-10-09,0.17,0
293836,2022-10-09,11.18,0
293959,2022-10-09,0.08,0
293381,2022-10-09,5.85,0
293960,2022-10-09,0.53,0
290422,2022-10-09,1.27,0
291914,2022-10-09,0.25,0
282640,2022-10-09,15.85,1
292804,2022-10-09,0.6,0
293964,2022-10-09,17.78,0
293965,2022-10-09,31.33,1
293067,2022-10-09,14.52,1
293967,2022-10-09,8.23,0
267235,2022-10-09,16.37,1
293970,2022-10-09,20.93,0
293973,2022-10-09,0.05,0
293978,2022-10-09,1.2,0
276549,2022-10-09,18.57,0
293979,2022-10-09,0.05,0
293976,2022-10-09,10.72,0
289037,2022-10-09,0.25,0
293564,2022-10-09,33.48,1
292574,2022-10-09,14.03,1
293993,2022-10-09,0.15,0
276104,2022-10-09,0.1,1
293976,2022-10-10,31.22,0
293951,2022-10-10,40.92,1
293564,2022-10-10,14.85,1
292625,2022-10-10,32.9,1
294008,2022-10-10,0.07,0
294012,2022-10-10,0.33,0
294011,2022-10-10,0.3,0
294016,2022-10-10,0.32,0
293727,2022-10-10,23.88,0
293557,2022-10-10,10.38,0
289879,2022-10-10,0.1,1
294015,2022-10-10,0.08,0
264131,2022-10-10,0.05,1
294021,2022-10-10,0.05,0
294022,2022-10-10,0.53,0
294024,2022-10-10,42.03,0
294025,2022-10-10,0.05,0
294028,2022-10-10,0.2,0
292939,2022-10-10,0.07,0
294044,2022-10-10,0.08,0
294049,2022-10-10,1.28,0
267106,2022-10-10,49.7,1
294050,2022-10-10,30.85,0
279923,2022-10-10,1.6,1
275445,2022-10-10,21.83,0
294057,2022-10-10,0.07,0
294059,2022-10-10,0.13,0
291895,2022-10-10,22.72,0
294068,2022-10-10,1.52,0
293517,2022-10-10,24.58,0
294069,2022-10-10,0.57,0
291743,2022-10-10,59.47,1
294071,2022-10-10,0.1,0
294072,2022-10-10,0.13,0
293345,2022-10-10,63.23,1
293458,2022-10-10,16.88,0
292408,2022-10-10,6.8,0
293705,2022-10-10,44.78,0
294082,2022-10-10,0.12,0
291061,2022-10-10,5.78,0
294085,2022-10-10,0.23,0
294006,2022-10-10,20.87,1
289567,2022-10-10,71.9,1
294099,2022-10-10,0.35,0
294102,2022-10-10,0.07,0
292436,2022-10-10,18.95,1
294103,2022-10-10,0.58,0
293286,2022-10-10,41.55,0
294106,2022-10-10,0.3,0
279409,2022-10-10,1.7,1
270607,2022-10-10,0.05,1
290109,2022-10-10,3.65,0
293386,2022-10-10,1.37,0
293979,2022-10-10,33.73,0
276549,2022-10-10,22,0
294061,2022-10-10,37.7,0
294120,2022-10-10,0.07,0
294111,2022-10-10,10.38,0
294123,2022-10-10,1.03,0
294125,2022-10-10,0.13,0
292534,2022-10-10,14.85,1
279404,2022-10-10,0.67,1
293185,2022-10-10,47,0
294091,2022-10-10,0.23,0
293879,2022-10-10,12.1,0
294134,2022-10-10,6.18,0
294135,2022-10-10,0.12,0
294133,2022-10-10,3.22,0
267235,2022-10-10,2.6,1
292311,2022-10-10,0.62,0
292935,2022-10-10,23.13,0
294101,2022-10-10,7.37,0
259860,2022-10-10,37.52,1
293067,2022-10-10,13.73,1
294139,2022-10-10,0.18,0
294131,2022-10-10,42.68,0
291116,2022-10-10,116.37,1
278972,2022-10-10,3.35,1
292462,2022-10-10,2.37,1
293924,2022-10-10,21.23,0
294051,2022-10-10,20.13,0
293965,2022-10-10,80.45,1
294157,2022-10-10,0.05,0
294156,2022-10-10,6.67,0
294155,2022-10-10,1.2,0
294158,2022-10-10,0.93,0
289037,2022-10-10,0.05,0
293593,2022-10-10,1.27,0
294166,2022-10-10,6.23,0
288021,2022-10-10,47.07,0
291744,2022-10-10,0.4,1
294118,2022-10-10,6.22,0
293866,2022-10-10,1.12,0
290843,2022-10-10,16.17,1
291860,2022-10-10,0.05,0
286190,2022-10-10,36.27,1
294181,2022-10-10,26.78,0
294182,2022-10-10,26.45,0
286190,2022-10-11,4.32,1
293951,2022-10-11,45.2,1
294181,2022-10-11,14.3,0
294185,2022-10-11,6.87,1
293879,2022-10-11,31.17,0
294006,2022-10-11,94.92,1
294191,2022-10-11,6.25,0
280953,2022-10-11,20.17,1
291007,2022-10-11,1.93,0
277748,2022-10-11,1.48,0
294194,2022-10-11,1.15,0
292931,2022-10-11,17.17,1
294203,2022-10-11,0.58,0
294206,2022-10-11,0.3,0
294131,2022-10-11,3.3,0
294219,2022-10-11,74.57,0
294225,2022-10-11,16.85,0
267106,2022-10-11,0.12,1
290843,2022-10-11,10.55,1
284229,2022-10-11,0.08,0
293979,2022-10-11,11.25,0
294122,2022-10-11,14.95,0
293248,2022-10-11,1.25,0
294155,2022-10-11,5.78,0
293058,2022-10-11,25.63,0
292632,2022-10-11,7.7,0
294243,2022-10-11,1.03,0
293539,2022-10-11,19.45,0
294246,2022-10-11,0.08,0
294247,2022-10-11,0.12,0
294248,2022-10-11,0.42,0
281607,2022-10-11,0.3,0
275445,2022-10-11,20.67,0
270216,2022-10-11,1.37,1
289019,2022-10-11,20.38,1
294239,2022-10-11,3.93,0
286753,2022-10-11,3.72,1
277299,2022-10-11,1.08,0
292436,2022-10-11,0.12,1
294111,2022-10-11,30.25,0
276549,2022-10-11,3.57,0
290242,2022-10-11,1.8,1
293564,2022-10-11,31.57,1
291485,2022-10-11,0.1,0
294281,2022-10-11,0.27,0
261783,2022-10-11,39.2,1
294287,2022-10-11,0.73,0
281279,2022-10-11,11.73,0
294166,2022-10-11,25.8,0
292538,2022-10-11,50.07,1
294290,2022-10-11,8.08,0
267235,2022-10-11,0.07,1
290842,2022-10-11,3.87,0
294286,2022-10-11,40.67,0
259860,2022-10-11,35.63,1
294300,2022-10-11,12.6,0
294301,2022-10-11,0.2,0
292935,2022-10-11,0.33,0
294305,2022-10-11,0.05,0
268178,2022-10-11,0.05,1
293791,2022-10-11,1.35,0
294297,2022-10-11,9.82,0
294136,2022-10-11,6.18,0
288021,2022-10-11,78.13,1
294101,2022-10-11,12.47,0
293345,2022-10-11,20.95,1
291744,2022-10-11,61.68,1
294311,2022-10-11,0.55,0
280050,2022-10-11,0.07,0
294245,2022-10-11,0.07,0
285799,2022-10-11,0.2,0
294208,2022-10-11,2.92,0
270607,2022-10-11,12.93,1
290264,2022-10-11,33.33,1
293021,2022-10-11,10.52,0
294319,2022-10-11,6.38,0
290264,2022-10-12,43.87,1
286190,2022-10-12,39.35,1
294319,2022-10-12,7.27,0
293623,2022-10-12,0.35,0
294327,2022-10-12,0.15,0
294006,2022-10-12,0.05,1
276788,2022-10-12,0.13,1
292658,2022-10-12,19.38,0
294284,2022-10-12,2.57,0
293923,2022-10-12,8.03,0
292625,2022-10-12,59.62,1
294328,2022-10-12,0.07,0
292048,2022-10-12,40.28,1
289567,2022-10-12,34.45,1
294333,2022-10-12,0.47,0
294300,2022-10-12,16.15,0
294338,2022-10-12,41.57,0
284613,2022-10-12,37.22,0
281259,2022-10-12,0.1,0
293345,2022-10-12,16.58,1
291061,2022-10-12,85.3,1
294349,2022-10-12,0.08,0
293021,2022-10-12,30.37,0
291744,2022-10-12,12.25,1
283704,2022-10-12,2.97,0
275598,2022-10-12,10.1,1
294356,2022-10-12,2.08,0
294354,2022-10-12,33.97,0
294362,2022-10-12,9.13,0
294366,2022-10-12,0.22,0
293673,2022-10-12,8.38,0
275246,2022-10-12,0.08,1
259860,2022-10-12,0.43,1
294353,2022-10-12,0.17,0
290843,2022-10-12,11.83,1
294369,2022-10-12,9.77,0
294371,2022-10-12,0.2,0
294372,2022-10-12,0.15,0
294260,2022-10-12,1.08,0
294374,2022-10-12,0.12,0
292538,2022-10-12,31.62,1
294378,2022-10-12,0.58,0
294380,2022-10-12,0.73,0
285695,2022-10-12,0.05,0
294389,2022-10-12,4.82,0
294393,2022-10-12,1.45,0
278972,2022-10-12,61.27,1
294402,2022-10-12,0.53,0
294404,2022-10-12,0.07,0
294403,2022-10-12,0.07,0
294387,2022-10-12,3.28,0
294407,2022-10-12,3.2,0
292667,2022-10-12,10,0
294412,2022-10-12,44.43,0
294413,2022-10-12,9.53,0
294400,2022-10-12,10.47,0
294406,2022-10-12,20.22,0
294423,2022-10-12,2.12,0
280897,2022-10-12,52.87,1
294424,2022-10-12,44.47,0
261783,2022-10-12,17.58,1
290201,2022-10-12,2.88,0
294436,2022-10-12,9.83,0
281763,2022-10-12,17.37,0
294438,2022-10-12,10.52,0
294101,2022-10-12,26.78,0
294440,2022-10-12,30.05,0
294447,2022-10-12,0.18,0
294449,2022-10-12,0.17,0
294451,2022-10-12,11.25,0
294061,2022-10-12,0.07,0
294286,2022-10-12,0.05,1
294462,2022-10-12,0.2,0
294463,2022-10-12,0.12,0
294464,2022-10-12,1.17,0
294466,2022-10-12,34.93,0
294467,2022-10-12,2.5,0
294469,2022-10-12,0.27,0
294475,2022-10-12,0.05,0
294477,2022-10-12,1.2,0
294477,2022-10-13,1.38,0
292048,2022-10-13,58.25,1
286190,2022-10-13,16.92,1
267488,2022-10-13,18.48,1
294402,2022-10-13,10.62,0
289879,2022-10-13,0.12,1
289567,2022-10-13,25.45,1
294483,2022-10-13,35.02,0
292493,2022-10-13,0.37,1
294484,2022-10-13,0.05,0
294194,2022-10-13,11.27,0
292931,2022-10-13,7.23,1
294488,2022-10-13,0.43,0
280897,2022-10-13,37.62,1
294338,2022-10-13,66.92,1
294489,2022-10-13,1.35,0
294491,2022-10-13,0.05,0
288637,2022-10-13,12.12,1
294387,2022-10-13,5.73,0
294495,2022-10-13,0.33,0
294193,2022-10-13,16.93,1
289024,2022-10-13,30.52,1
294507,2022-10-13,1.37,0
294509,2022-10-13,0.05,0
293866,2022-10-13,0.1,0
294020,2022-10-13,5.85,1
294520,2022-10-13,0.4,0
294523,2022-10-13,1.97,0
294092,2022-10-13,11.03,0
294111,2022-10-13,3.55,0
294464,2022-10-13,0.17,0
294530,2022-10-13,0.05,0
294539,2022-10-13,0.57,0
290662,2022-10-13,0.12,0
291061,2022-10-13,14.65,1
294320,2022-10-13,2.63,0
294429,2022-10-13,49.42,0
289019,2022-10-13,21,1
294547,2022-10-13,21.28,0
294412,2022-10-13,0.73,0
294024,2022-10-13,19.48,0
290686,2022-10-13,8.17,0
294562,2022-10-13,3.98,0
294535,2022-10-13,2.52,0
293541,2022-10-13,41.58,1
278972,2022-10-13,45.18,1
292648,2022-10-13,18.17,1
294578,2022-10-13,2.33,0
294584,2022-10-13,0.07,0
293067,2022-10-13,33.58,1
294471,2022-10-13,0.82,0
294590,2022-10-13,23.55,1
294219,2022-10-13,58.22,0
294597,2022-10-13,28.68,0
294440,2022-10-13,9.68,0
291733,2022-10-13,8.35,0
294598,2022-10-13,0.25,0
291946,2022-10-13,9.93,0
282976,2022-10-13,0.1,0
294599,2022-10-13,0.47,0
294604,2022-10-13,12.78,0
294606,2022-10-13,0.2,0
278890,2022-10-13,1.22,1
290469,2022-10-13,0.65,0
292992,2022-10-13,19.08,1
294492,2022-10-13,14.2,0
294624,2022-10-13,6.55,0
293557,2022-10-13,1.53,0
293447,2022-10-13,4.53,0
294627,2022-10-13,0.4,0
293603,2022-10-13,8.3,0
293570,2022-10-13,2.38,0
291998,2022-10-13,1.93,1
288839,2022-10-13,0.13,1
294630,2022-10-13,3.27,0
292048,2022-10-14,7.65,1
294630,2022-10-14,0.63,0
294631,2022-10-14,18.25,0
294633,2022-10-14,110.47,0
261608,2022-10-14,0.12,1
294194,2022-10-14,9.18,0
293623,2022-10-14,0.08,0
289567,2022-10-14,28.78,1
294483,2022-10-14,2.42,0
261567,2022-10-14,0.73,1
294649,2022-10-14,0.1,0
294651,2022-10-14,17.85,0
293303,2022-10-14,64.07,1
291946,2022-10-14,18.87,0
294653,2022-10-14,0.42,0
294654,2022-10-14,0.23,0
294658,2022-10-14,2.28,0
294659,2022-10-14,1.73,0
294661,2022-10-14,0.15,0
294660,2022-10-14,6.23,0
294667,2022-10-14,0.15,0
293541,2022-10-14,67.18,1
292904,2022-10-14,0.07,0
287001,2022-10-14,14.62,0
278972,2022-10-14,117.5,1
294679,2022-10-14,4.32,0
294682,2022-10-14,108.78,0
294449,2022-10-14,0.3,0
294688,2022-10-14,0.1,0
293662,2022-10-14,43.1,0
289332,2022-10-14,39.25,0
289019,2022-10-14,13.03,1
294590,2022-10-14,1.58,1
294691,2022-10-14,15.6,0
294689,2022-10-14,8.92,0
292648,2022-10-14,18.38,1
285397,2022-10-14,0.98,1
294707,2022-10-14,37.48,0
294709,2022-10-14,0.27,0
282010,2022-10-14,2.9,1
288236,2022-10-14,25.08,0
294713,2022-10-14,0.12,0
263162,2022-10-14,16.87,0
294714,2022-10-14,0.07,0
276767,2022-10-14,5.08,0
294663,2022-10-14,1.8,0
294715,2022-10-14,23.93,0
267149,2022-10-14,3.73,0
289047,2022-10-14,3.15,1
294733,2022-10-14,28.15,0
294734,2022-10-14,0.17,0
294481,2022-10-14,1.13,0
294737,2022-10-14,6.12,0
294738,2022-10-14,0.3,0
294722,2022-10-14,1.13,0
294740,2022-10-14,2.77,0
292875,2022-10-14,0.67,0
290554,2022-10-14,57.63,1
294742,2022-10-14,1.57,0
294492,2022-10-14,3.88,0
294744,2022-10-14,0.12,0
294735,2022-10-14,0.23,0
293309,2022-10-14,9.65,0
292496,2022-10-14,2.45,1
294752,2022-10-14,0.57,0
292033,2022-10-14,1.13,1
293021,2022-10-14,7.33,0
286920,2022-10-14,1.22,0
286920,2022-10-15,5.23,0
294767,2022-10-15,12.25,0
294769,2022-10-15,0.25,0
294773,2022-10-15,11.1,0
294006,2022-10-15,30.52,1
294784,2022-10-15,17.87,0
294714,2022-10-15,2.43,0
294786,2022-10-15,0.68,0
294787,2022-10-15,1.58,0
267106,2022-10-15,50.13,1
292931,2022-10-15,0.32,1
289567,2022-10-15,13.02,1
294715,2022-10-15,29.22,0
294791,2022-10-15,0.13,0
294792,2022-10-15,0.05,1
294800,2022-10-15,0.82,0
294691,2022-10-15,0.6,0
283089,2022-10-15,0.63,0
259860,2022-10-15,29.15,1
288236,2022-10-15,20.43,0
294612,2022-10-15,1.13,0
294812,2022-10-15,0.12,0
294816,2022-10-15,5.52,0
268779,2022-10-15,2.18,1
294819,2022-10-15,2.55,0
294658,2022-10-15,44.43,0
290554,2022-10-15,55.25,1
294824,2022-10-15,0.07,0
294825,2022-10-15,0.17,0
285385,2022-10-15,0.07,0
293346,2022-10-15,17.3,0
294651,2022-10-15,13.13,0
294826,2022-10-15,0.15,0
294827,2022-10-15,0.05,0
289332,2022-10-15,10.9,0
294830,2022-10-15,30.17,0
289748,2022-10-15,15.97,0
292496,2022-10-15,18.95,1
294834,2022-10-15,0.73,0
294836,2022-10-15,9.35,0
294842,2022-10-15,1,0
289339,2022-10-15,34.17,1
294193,2022-10-15,17.47,1
292033,2022-10-15,9.83,1
294847,2022-10-15,6.82,0
288791,2022-10-15,113.1,1
294859,2022-10-15,5.42,0
294845,2022-10-15,62.52,0
290114,2022-10-15,0.23,0
294849,2022-10-16,1,0
282954,2022-10-16,0.95,1
294006,2022-10-16,0.05,1
294874,2022-10-16,1.42,0
294875,2022-10-16,20.57,0
271306,2022-10-16,9.47,1
294771,2022-10-16,0.53,0
292478,2022-10-16,39.33,0
294884,2022-10-16,0.05,0
268492,2022-10-16,0.13,0
294887,2022-10-16,1.08,0
292819,2022-10-16,0.18,1
281938,2022-10-16,28.25,0
294894,2022-10-16,26.9,0
294895,2022-10-16,0.32,0
294898,2022-10-16,0.6,0
294028,2022-10-16,0.55,0
294896,2022-10-16,12.25,0
267106,2022-10-16,66.82,1
293539,2022-10-16,29.8,0
294907,2022-10-16,42.53,0
294914,2022-10-16,1.5,0
294916,2022-10-16,34.9,0
290879,2022-10-16,2.93,0
294814,2022-10-16,0.05,0
276821,2022-10-16,30.67,0
294924,2022-10-16,0.17,0
294926,2022-10-16,5.13,0
294927,2022-10-16,0.1,0
279498,2022-10-16,16.35,0
294931,2022-10-16,0.73,0
294560,2022-10-16,17.4,1
294933,2022-10-16,1.28,0
294934,2022-10-16,15.75,0
294937,2022-10-16,0.82,0
288399,2022-10-16,0.57,0
294905,2022-10-16,9.45,0
294691,2022-10-16,22.83,0
294948,2022-10-16,30.93,0
294961,2022-10-16,0.73,0
294960,2022-10-16,1.17,0
294962,2022-10-16,1.37,0
280913,2022-10-16,10.5,1
292689,2022-10-16,30.98,0
292033,2022-10-16,3.65,1
292496,2022-10-16,15.98,1
294466,2022-10-16,13.27,0
289339,2022-10-16,27.78,1
294973,2022-10-16,6.18,0
294979,2022-10-16,23.43,1
288487,2022-10-16,19,1
292757,2022-10-16,0.2,0
294982,2022-10-16,1.97,0
294466,2022-10-17,1.32,0
294986,2022-10-17,0.05,0
293955,2022-10-17,0.77,1
294991,2022-10-17,0.07,0
289567,2022-10-17,8.83,1
295002,2022-10-17,0.13,0
293013,2022-10-17,46.13,0
294387,2022-10-17,0.48,0
294560,2022-10-17,95.88,1
295008,2022-10-17,0.38,0
295011,2022-10-17,1.57,0
295017,2022-10-17,10.3,0
295018,2022-10-17,0.25,0
294429,2022-10-17,35.73,1
295023,2022-10-17,0.07,0
290879,2022-10-17,3.18,0
292177,2022-10-17,19.43,0
295028,2022-10-17,3.03,0
294540,2022-10-17,18.23,0
295001,2022-10-17,0.35,0
294218,2022-10-17,6.77,0
295035,2022-10-17,34.55,0
295036,2022-10-17,5.57,0
294907,2022-10-17,46.67,1
294664,2022-10-17,18.88,0
294191,2022-10-17,0.67,0
