certificate_id,student_id,certificate_type,date_issued,paid
75611,269898,1,2022-05-03,1
75614,268556,1,2022-05-03,1
75615,265967,1,2022-05-03,1
75616,261212,1,2022-05-03,1
75617,261682,1,2022-05-03,1
75624,261590,1,2022-05-03,1
75625,263076,1,2022-05-03,1
75626,272437,1,2022-05-03,1
75627,272510,1,2022-05-03,1
75628,270671,1,2022-05-03,1
75633,267898,1,2022-05-03,1
75639,264049,1,2022-05-03,1
75643,264476,1,2022-05-04,1
75645,270738,1,2022-05-04,1
75649,263076,1,2022-05-04,1
75650,259767,1,2022-05-04,1
75656,272157,1,2022-05-04,1
75663,270599,1,2022-05-05,1
75670,264146,1,2022-05-05,1
75676,262585,1,2022-05-05,1
75679,268800,1,2022-05-05,1
75686,269314,1,2022-05-06,1
75690,261682,1,2022-05-06,1
75691,272463,1,2022-05-06,1
75697,264404,1,2022-05-06,1
75701,269314,1,2022-05-06,1
75703,270075,1,2022-05-07,1
75705,269314,1,2022-05-07,1
75707,261801,1,2022-05-07,1
75709,268764,1,2022-05-07,1
75710,261212,1,2022-05-07,1
75711,269518,1,2022-05-07,1
75712,272965,1,2022-05-07,1
75713,265967,1,2022-05-08,1
75715,270075,1,2022-05-08,1
75716,270075,1,2022-05-08,1
75724,271154,1,2022-05-08,1
75726,260980,1,2022-05-08,1
75727,271543,1,2022-05-08,1
75729,271800,1,2022-05-08,1
75732,265789,1,2022-05-09,1
75733,272035,1,2022-05-09,1
75735,263706,1,2022-05-09,1
75737,267936,1,2022-05-09,1
75741,260173,1,2022-05-09,1
75745,271872,1,2022-05-09,1
75749,260345,1,2022-05-09,1
75750,270599,1,2022-05-09,1
75752,260998,1,2022-05-09,1
75753,265686,1,2022-05-09,1
75754,269054,1,2022-05-10,1
75756,266001,1,2022-05-10,1
75758,260616,1,2022-05-10,1
75761,268764,1,2022-05-10,1
75769,270599,1,2022-05-10,1
75779,270599,1,2022-05-10,1
75785,273371,1,2022-05-10,1
75802,260980,1,2022-05-10,1
75803,261019,1,2022-05-10,1
75809,271991,1,2022-05-11,1
75810,271300,1,2022-05-11,1
75811,272838,1,2022-05-11,1
75812,266529,1,2022-05-11,1
75816,260616,1,2022-05-11,1
75817,263690,1,2022-05-11,1
75820,273371,1,2022-05-12,1
75823,267765,1,2022-05-12,1
75824,273654,1,2022-05-12,1
75825,263293,1,2022-05-12,1
75826,272437,1,2022-05-12,1
75828,260980,1,2022-05-12,1
75830,270460,1,2022-05-13,1
75831,272717,1,2022-05-13,1
75834,261682,1,2022-05-13,1
75835,268800,1,2022-05-13,1
75837,270599,1,2022-05-13,1
75838,264295,1,2022-05-13,1
75840,272918,1,2022-05-13,1
75841,264146,1,2022-05-14,1
75849,260616,1,2022-05-14,1
75858,269518,1,2022-05-15,1
75861,260998,1,2022-05-15,1
75862,273249,1,2022-05-15,1
75864,260910,1,2022-05-16,1
75869,273423,1,2022-05-16,1
75870,270075,1,2022-05-16,1
75876,261813,1,2022-05-16,1
75878,272965,1,2022-05-17,1
75880,272842,1,2022-05-17,1
75913,271348,1,2022-05-18,1
75914,263076,1,2022-05-18,1
75915,263076,1,2022-05-18,1
75916,266788,1,2022-05-18,1
75917,260042,1,2022-05-18,1
75921,260345,1,2022-05-18,1
75923,268357,1,2022-05-18,1
75924,270599,1,2022-05-18,1
75927,273423,1,2022-05-18,1
75930,270619,1,2022-05-18,1
75931,260345,2,2022-05-18,1
75933,264146,1,2022-05-18,1
75935,271519,1,2022-05-19,1
75936,272504,1,2022-05-19,0
75937,260168,1,2022-05-19,1
75939,270619,1,2022-05-19,1
75940,273060,1,2022-05-19,1
75945,266766,1,2022-05-20,1
75946,261777,1,2022-05-20,1
75948,272596,1,2022-05-20,1
75949,266788,1,2022-05-20,1
75953,264146,1,2022-05-20,1
75954,263494,1,2022-05-20,1
75958,269519,1,2022-05-20,1
75960,259767,1,2022-05-21,1
75961,274209,1,2022-05-21,1
75964,269518,1,2022-05-21,1
75967,270599,1,2022-05-21,0
75973,263076,1,2022-05-22,1
75974,268800,1,2022-05-22,1
75982,272965,1,2022-05-22,1
75985,271519,1,2022-05-22,1
75986,268408,1,2022-05-23,1
75993,264916,1,2022-05-23,1
75995,259483,1,2022-05-23,1
75996,270367,1,2022-05-23,1
75998,264425,1,2022-05-23,1
76000,274269,1,2022-05-23,1
76003,261905,1,2022-05-23,1
76004,274269,1,2022-05-23,1
76005,269541,1,2022-05-24,1
76007,269541,1,2022-05-24,1
76009,274382,1,2022-05-24,1
76010,274382,1,2022-05-24,1
76011,260649,1,2022-05-24,1
76014,274838,1,2022-05-24,1
76015,274564,1,2022-05-24,1
76016,263690,1,2022-05-24,1
76025,274039,1,2022-05-25,1
76026,268357,1,2022-05-25,1
76027,273423,1,2022-05-25,1
76029,274908,1,2022-05-25,1
76030,262412,1,2022-05-25,1
76033,274798,1,2022-05-25,1
76035,270599,1,2022-05-25,1
76037,269518,1,2022-05-25,1
76039,260173,1,2022-05-25,1
76043,261189,1,2022-05-25,1
76044,261189,1,2022-05-25,1
76045,267916,1,2022-05-25,1
76046,267916,1,2022-05-25,1
76047,270833,1,2022-05-25,1
76050,264916,1,2022-05-25,1
76051,269541,1,2022-05-26,1
76055,261647,1,2022-05-26,1
76056,273803,1,2022-05-26,0
76062,272882,1,2022-05-26,0
76063,269518,1,2022-05-26,1
76064,270671,1,2022-05-26,1
76065,274630,1,2022-05-26,1
76066,274904,1,2022-05-26,1
76067,269872,1,2022-05-26,1
76068,274904,1,2022-05-26,1
76072,272965,1,2022-05-27,1
76074,275020,1,2022-05-27,1
76078,272909,1,2022-05-27,1
76081,275129,1,2022-05-27,1
76083,261756,1,2022-05-27,1
76085,271140,1,2022-05-28,1
76086,262412,1,2022-05-28,1
76087,267898,1,2022-05-28,1
76088,269518,1,2022-05-28,1
76089,265928,1,2022-05-28,1
76094,275020,1,2022-05-28,1
76096,272909,1,2022-05-28,1
76098,275021,1,2022-05-28,1
76099,266693,1,2022-05-28,1
76101,275021,1,2022-05-28,1
76102,272909,1,2022-05-28,1
76103,265878,1,2022-05-28,1
76104,273423,1,2022-05-29,1
76105,264425,1,2022-05-29,1
76109,272255,1,2022-05-29,1
76110,275273,1,2022-05-29,1
76112,270599,1,2022-05-29,1
76116,272965,1,2022-05-30,1
76124,275277,1,2022-05-30,1
76125,261777,1,2022-05-30,1
76126,267916,1,2022-05-30,1
76128,267064,1,2022-05-30,1
76129,271519,1,2022-05-30,1
76130,268978,1,2022-05-30,1
76131,270599,2,2022-05-30,1
76139,261801,1,2022-05-31,1
76140,274050,1,2022-05-31,1
76141,261801,2,2022-05-31,1
76142,275020,1,2022-05-31,1
76148,267898,1,2022-05-31,1
76149,269872,1,2022-05-31,0
76150,259959,1,2022-05-31,1
76156,274861,1,2022-06-01,1
76164,272909,1,2022-06-01,1
76168,260616,1,2022-06-01,1
76170,272717,1,2022-06-02,1
76171,275442,1,2022-06-02,1
76173,275129,1,2022-06-02,1
76176,273423,1,2022-06-02,1
76178,275449,1,2022-06-02,1
76179,274996,1,2022-06-02,1
76180,274929,1,2022-06-02,1
76183,260465,1,2022-06-02,1
76185,275449,1,2022-06-02,1
76186,274576,1,2022-06-02,1
76189,275470,1,2022-06-02,1
76191,275788,1,2022-06-02,1
76192,274273,1,2022-06-02,1
76193,268926,1,2022-06-02,1
76195,268926,1,2022-06-02,1
76196,269872,1,2022-06-02,0
76197,268926,1,2022-06-03,1
76198,272965,1,2022-06-03,1
76199,265928,1,2022-06-03,1
76200,274929,1,2022-06-03,1
76201,272261,1,2022-06-03,1
76202,274050,1,2022-06-03,1
76204,273423,1,2022-06-03,1
76205,272596,1,2022-06-03,1
76207,261777,1,2022-06-03,1
76208,268926,1,2022-06-03,1
76211,276395,1,2022-06-03,1
76212,267885,1,2022-06-03,1
76214,265176,1,2022-06-04,1
76215,272909,1,2022-06-04,1
76216,268011,1,2022-06-04,1
76217,275020,1,2022-06-04,1
76218,268764,1,2022-06-04,1
76219,273423,1,2022-06-04,1
76220,268926,1,2022-06-04,1
76222,268926,1,2022-06-04,1
76223,275132,1,2022-06-04,1
76224,267916,1,2022-06-04,1
76226,274836,1,2022-06-04,1
76227,276455,1,2022-06-04,1
76229,265588,1,2022-06-04,1
76231,275282,1,2022-06-05,1
76232,265588,1,2022-06-05,1
76234,275020,1,2022-06-05,1
76236,265588,1,2022-06-05,1
76238,265928,1,2022-06-05,1
76240,273423,1,2022-06-05,1
76242,265928,2,2022-06-05,1
76243,275132,1,2022-06-05,1
76245,269314,1,2022-06-05,1
76246,274906,1,2022-06-05,1
76247,275590,1,2022-06-05,1
76249,271154,1,2022-06-05,1
76250,265130,1,2022-06-05,1
76254,275788,1,2022-06-06,1
76263,275275,1,2022-06-06,1
76268,276232,1,2022-06-06,1
76270,272696,1,2022-06-06,1
76271,276135,1,2022-06-06,1
76272,271154,1,2022-06-06,1
76273,274572,1,2022-06-06,1
76274,266332,1,2022-06-06,1
76275,261756,1,2022-06-06,1
76276,270633,1,2022-06-06,1
76277,269670,1,2022-06-06,1
76278,259860,1,2022-06-06,1
76281,274039,1,2022-06-06,1
76283,272717,1,2022-06-07,1
76284,272909,1,2022-06-07,1
76285,264623,1,2022-06-07,1
76289,276490,1,2022-06-07,1
76290,273423,1,2022-06-07,1
76291,271140,1,2022-06-07,1
76294,274576,1,2022-06-07,1
76295,275788,1,2022-06-07,1
76296,273841,1,2022-06-07,1
76297,274050,1,2022-06-07,1
76298,275470,1,2022-06-07,1
76299,261466,1,2022-06-07,1
76302,276265,1,2022-06-07,1
76304,272717,1,2022-06-07,1
76306,261777,1,2022-06-07,1
76307,261905,1,2022-06-07,1
76308,274162,1,2022-06-07,1
76309,276455,1,2022-06-07,1
76312,268926,1,2022-06-07,1
76313,274163,1,2022-06-08,1
76314,274273,1,2022-06-08,1
76319,274382,1,2022-06-08,1
76321,266788,1,2022-06-08,1
76322,268926,1,2022-06-08,1
76324,274050,1,2022-06-08,1
76326,259767,1,2022-06-08,1
76332,273423,1,2022-06-08,1
76333,263690,1,2022-06-08,1
76334,275020,1,2022-06-08,1
76335,275442,1,2022-06-08,1
76336,272570,1,2022-06-08,1
76337,276439,1,2022-06-08,1
76338,275799,1,2022-06-08,1
76341,269671,1,2022-06-08,1
76345,275165,1,2022-06-08,1
76353,273423,1,2022-06-09,1
76355,275282,1,2022-06-09,1
76356,275132,1,2022-06-09,1
76358,275282,1,2022-06-09,1
76359,275282,1,2022-06-09,1
76364,267010,1,2022-06-09,1
76365,271015,1,2022-06-10,1
76367,268926,1,2022-06-10,1
76368,274861,1,2022-06-10,1
76369,274050,1,2022-06-10,1
76370,273423,1,2022-06-10,1
76371,270833,1,2022-06-10,1
76377,260173,1,2022-06-10,1
76378,267010,1,2022-06-10,1
76379,261466,1,2022-06-10,1
76382,276784,1,2022-06-10,1
76384,262641,1,2022-06-10,1
76386,274825,1,2022-06-10,1
76387,275470,1,2022-06-10,1
76390,277099,1,2022-06-10,1
76392,272865,1,2022-06-10,1
76393,259959,1,2022-06-10,1
76394,275282,1,2022-06-10,1
76396,275129,1,2022-06-11,1
76397,272909,1,2022-06-11,1
76399,274050,1,2022-06-11,1
76401,276439,1,2022-06-11,1
76403,276439,1,2022-06-11,1
76404,274564,1,2022-06-11,1
76405,261777,1,2022-06-11,1
76406,272965,1,2022-06-11,1
76407,276135,1,2022-06-11,1
76408,268926,1,2022-06-11,1
76410,276455,1,2022-06-11,1
76411,274906,1,2022-06-11,1
76412,269054,1,2022-06-11,1
76414,270633,1,2022-06-12,1
76415,264954,1,2022-06-12,1
76417,268011,1,2022-06-12,1
76419,275103,1,2022-06-12,1
76420,276135,1,2022-06-12,1
76423,274814,1,2022-06-12,1
76425,260616,1,2022-06-12,1
76426,259884,1,2022-06-12,1
76427,275008,1,2022-06-12,1
76428,270393,1,2022-06-12,1
76429,275293,1,2022-06-12,1
76430,271154,1,2022-06-12,1
76434,277410,1,2022-06-12,1
76435,269518,1,2022-06-12,1
76439,271800,1,2022-06-12,1
76440,274564,1,2022-06-12,1
76441,259884,1,2022-06-12,1
76442,277398,1,2022-06-12,1
76444,268011,1,2022-06-13,1
76446,273423,1,2022-06-13,1
76447,274996,1,2022-06-13,1
76450,276783,1,2022-06-13,1
76453,273423,2,2022-06-13,1
76454,275574,1,2022-06-13,1
76455,261777,1,2022-06-13,1
76457,275552,1,2022-06-13,1
76459,274039,1,2022-06-13,1
76460,261777,2,2022-06-13,1
76463,268926,1,2022-06-14,1
76471,274050,1,2022-06-14,1
76472,277285,1,2022-06-14,1
76473,276887,1,2022-06-14,1
76474,265966,1,2022-06-14,1
76476,275470,1,2022-06-14,1
76477,273423,1,2022-06-14,1
76479,261466,1,2022-06-14,1
76480,261466,1,2022-06-14,1
76481,261777,1,2022-06-14,1
76482,271185,1,2022-06-14,1
76483,276439,1,2022-06-14,1
76484,274564,1,2022-06-14,1
76487,274039,1,2022-06-15,1
76491,261777,1,2022-06-15,1
76493,268863,1,2022-06-15,1
76494,266332,1,2022-06-15,1
76495,277066,1,2022-06-15,1
76498,275470,1,2022-06-15,1
76499,274039,1,2022-06-15,1
76500,274576,1,2022-06-15,1
76501,261590,1,2022-06-15,1
76502,261777,1,2022-06-15,1
76504,259504,1,2022-06-15,1
76506,268011,1,2022-06-15,1
76507,264916,1,2022-06-15,1
76508,268011,1,2022-06-15,1
76512,277791,1,2022-06-16,1
76513,261212,1,2022-06-16,1
76515,275021,1,2022-06-16,1
76516,274861,1,2022-06-16,1
76518,268011,1,2022-06-16,1
76519,274050,1,2022-06-16,1
76522,266529,1,2022-06-16,1
76524,266529,1,2022-06-16,1
76525,275286,1,2022-06-16,1
76526,266529,1,2022-06-16,1
76527,259860,1,2022-06-16,1
76528,266332,1,2022-06-16,1
76531,276439,1,2022-06-16,1
76533,270930,1,2022-06-16,1
76534,274039,1,2022-06-16,1
76535,273423,1,2022-06-16,1
76536,264916,1,2022-06-16,1
76537,274039,1,2022-06-16,1
76538,276455,1,2022-06-16,1
76540,277084,1,2022-06-16,1
76542,268154,1,2022-06-17,0
76543,269541,1,2022-06-17,1
76544,274070,1,2022-06-17,1
76545,273423,2,2022-06-17,1
76546,274070,1,2022-06-17,1
76547,274906,1,2022-06-17,1
76551,267064,1,2022-06-17,1
76552,276783,1,2022-06-17,1
76554,275165,1,2022-06-17,1
76555,261813,1,2022-06-17,1
76556,274996,1,2022-06-18,1
76560,275590,1,2022-06-18,1
76566,271035,1,2022-06-19,1
76567,277864,1,2022-06-19,1
76569,263456,1,2022-06-19,1
76571,277557,1,2022-06-19,1
76573,271154,1,2022-06-19,1
76574,275449,1,2022-06-19,1
76578,273992,1,2022-06-20,1
76581,277964,1,2022-06-20,1
76582,264295,1,2022-06-20,1
76607,261171,1,2022-06-20,1
76608,261171,1,2022-06-20,1
76617,278509,1,2022-06-20,1
76618,261590,1,2022-06-20,1
76619,269518,1,2022-06-20,1
76626,278177,1,2022-06-21,1
76628,273423,1,2022-06-21,1
76629,261756,1,2022-06-21,1
76631,262112,1,2022-06-21,1
76633,278326,1,2022-06-21,1
76635,274814,1,2022-06-21,1
76636,274906,1,2022-06-21,1
76638,262112,1,2022-06-21,1
76640,260833,1,2022-06-21,1
76642,269518,1,2022-06-21,1
76645,278283,1,2022-06-21,1
76649,261593,1,2022-06-21,1
76650,266614,1,2022-06-21,1
76651,275442,1,2022-06-22,1
76652,273423,1,2022-06-22,1
76653,272965,1,2022-06-22,1
76660,274050,1,2022-06-22,1
76661,278758,1,2022-06-22,1
76662,271991,1,2022-06-22,1
76663,269020,1,2022-06-22,1
76664,275470,1,2022-06-22,1
76665,267203,1,2022-06-22,1
76666,274906,1,2022-06-22,1
76670,278582,1,2022-06-22,1
76671,276439,1,2022-06-22,1
76673,277557,1,2022-06-22,1
76674,271837,1,2022-06-22,1
76675,264916,2,2022-06-22,1
76676,278927,1,2022-06-23,1
76677,266614,1,2022-06-23,1
76680,273423,1,2022-06-23,1
76681,274050,1,2022-06-23,1
76682,267765,1,2022-06-23,1
76684,278753,1,2022-06-23,1
76685,278882,1,2022-06-23,1
76686,273423,2,2022-06-23,1
76687,277066,1,2022-06-23,1
76691,265101,1,2022-06-23,1
76693,267026,1,2022-06-23,1
76694,261905,1,2022-06-23,1
76696,269540,1,2022-06-24,1
76699,261819,1,2022-06-24,1
76700,269934,1,2022-06-24,1
76702,277084,1,2022-06-24,1
76705,278283,1,2022-06-24,1
76710,275038,1,2022-06-25,1
76711,275038,1,2022-06-25,1
76712,275038,1,2022-06-25,1
76713,275038,1,2022-06-25,1
76718,274576,1,2022-06-25,1
76719,278881,1,2022-06-25,1
76720,268764,1,2022-06-25,1
76724,268011,1,2022-06-25,1
76726,269541,1,2022-06-25,1
76727,274087,1,2022-06-26,1
76732,261337,1,2022-06-26,1
76735,260980,1,2022-06-26,1
76736,274576,1,2022-06-26,1
76737,277508,1,2022-06-26,1
76738,273992,1,2022-06-26,1
76739,274906,1,2022-06-26,1
76741,260861,1,2022-06-26,1
76742,272909,1,2022-06-26,1
76746,270247,1,2022-06-26,1
76748,263579,1,2022-06-26,1
76751,266012,1,2022-06-26,1
76752,261393,1,2022-06-27,1
76758,268990,1,2022-06-27,1
76760,277084,1,2022-06-27,1
76764,277508,1,2022-06-27,1
76765,277508,1,2022-06-27,1
76767,261756,1,2022-06-27,1
76768,271664,1,2022-06-27,1
76770,265588,1,2022-06-27,1
76774,261212,1,2022-06-28,1
76775,272865,1,2022-06-28,1
76780,274611,1,2022-06-28,1
76781,277508,1,2022-06-28,1
76782,271154,1,2022-06-28,1
76785,278927,1,2022-06-28,1
76786,278582,1,2022-06-28,1
76788,275590,1,2022-06-28,1
76792,264295,1,2022-06-29,1
76793,274906,1,2022-06-29,1
76794,279468,1,2022-06-29,1
76795,265653,1,2022-06-29,1
76798,276783,1,2022-06-29,1
76801,275470,1,2022-06-29,1
76803,270075,1,2022-06-29,1
76804,278881,1,2022-06-29,1
76806,268516,1,2022-06-29,1
76808,274880,1,2022-06-30,1
76809,260754,1,2022-06-30,1
76811,260754,1,2022-06-30,1
76813,265808,1,2022-06-30,0
76816,279738,1,2022-06-30,1
76817,278055,1,2022-06-30,1
76818,275442,1,2022-06-30,1
76821,279766,1,2022-06-30,1
76822,260173,1,2022-07-01,1
76824,271664,1,2022-07-01,1
76825,269541,1,2022-07-01,1
76827,274050,1,2022-07-01,1
76828,267959,1,2022-07-01,1
76829,274880,1,2022-07-01,1
76831,277403,1,2022-07-01,1
76832,278115,1,2022-07-01,1
76833,274576,1,2022-07-01,1
76834,274825,1,2022-07-01,1
76836,278764,1,2022-07-01,1
76837,266012,1,2022-07-01,1
76847,278753,1,2022-07-02,1
76848,259283,1,2022-07-02,1
76849,260616,1,2022-07-02,1
76850,275590,1,2022-07-02,1
76852,261212,2,2022-07-02,1
76853,261905,1,2022-07-02,1
76854,280114,1,2022-07-02,1
76855,280140,1,2022-07-03,1
76856,280140,1,2022-07-03,1
76857,280140,1,2022-07-03,1
76858,280140,1,2022-07-03,1
76859,280140,1,2022-07-03,1
76860,280140,1,2022-07-03,1
76861,280140,1,2022-07-03,1
76862,280140,1,2022-07-03,1
76863,280140,1,2022-07-03,1
76864,280140,1,2022-07-03,1
76865,280140,2,2022-07-03,1
76866,280140,1,2022-07-03,1
76867,280140,1,2022-07-03,1
76868,280140,1,2022-07-03,1
76869,280140,2,2022-07-03,1
76871,271035,1,2022-07-03,1
76872,270738,1,2022-07-03,1
76874,260980,1,2022-07-03,1
76875,279738,1,2022-07-03,1
76876,270075,1,2022-07-03,1
76879,267064,1,2022-07-03,1
76881,280126,1,2022-07-04,1
76883,266614,1,2022-07-04,1
76884,280019,1,2022-07-04,1
76885,277499,1,2022-07-04,1
76888,271991,1,2022-07-04,1
76889,268011,1,2022-07-04,1
76890,278906,1,2022-07-04,1
76892,270075,1,2022-07-04,1
76893,279881,1,2022-07-04,1
76894,278927,1,2022-07-04,1
76895,261374,1,2022-07-04,1
76896,270247,1,2022-07-04,1
76897,270247,1,2022-07-04,1
76898,269754,1,2022-07-04,1
76899,272965,1,2022-07-05,1
76900,280159,1,2022-07-05,1
76901,261737,1,2022-07-05,1
76902,280159,1,2022-07-05,1
76905,263759,1,2022-07-05,1
76906,278326,1,2022-07-05,1
76907,268764,1,2022-07-05,1
76909,260465,1,2022-07-05,1
76910,261690,1,2022-07-05,1
76911,279881,1,2022-07-05,1
76913,279468,1,2022-07-05,1
76914,278582,1,2022-07-05,1
76917,278881,1,2022-07-05,1
76919,272838,1,2022-07-05,1
76920,279352,1,2022-07-05,1
76921,264623,1,2022-07-05,1
76924,279352,1,2022-07-05,1
76929,270738,1,2022-07-06,1
76930,272965,1,2022-07-06,1
76931,261756,1,2022-07-06,1
76932,271991,1,2022-07-06,1
76934,277866,1,2022-07-06,1
76935,264623,1,2022-07-06,1
76937,275799,1,2022-07-06,1
76938,279738,1,2022-07-07,1
76939,269314,1,2022-07-07,1
76941,272965,2,2022-07-07,1
76942,266766,1,2022-07-07,1
76943,278753,1,2022-07-07,1
76944,274814,1,2022-07-07,1
76945,277508,1,2022-07-07,1
76946,269741,1,2022-07-07,1
76947,277508,1,2022-07-07,1
76949,279909,1,2022-07-07,1
76953,269054,1,2022-07-07,1
76954,280114,1,2022-07-07,1
76956,269975,1,2022-07-08,1
76957,278753,1,2022-07-08,1
76959,259283,1,2022-07-08,1
76960,279881,1,2022-07-08,1
76962,279738,1,2022-07-08,1
76965,274070,1,2022-07-09,1
76968,259283,1,2022-07-09,1
76969,278906,1,2022-07-09,1
76971,274723,1,2022-07-09,1
76972,261756,1,2022-07-09,1
76974,280324,1,2022-07-09,1
76975,274814,1,2022-07-09,1
76976,268618,1,2022-07-09,1
76977,279738,1,2022-07-09,1
76979,272586,1,2022-07-09,1
76980,280067,1,2022-07-09,1
76981,260173,1,2022-07-09,1
76983,278927,1,2022-07-09,1
76984,278582,1,2022-07-09,1
76986,269314,1,2022-07-10,1
76987,266529,1,2022-07-10,1
76988,269314,1,2022-07-10,1
76989,274498,1,2022-07-10,1
76990,263456,1,2022-07-10,1
76991,278582,1,2022-07-10,1
76992,277066,1,2022-07-10,1
76995,274039,1,2022-07-11,1
77010,268011,1,2022-07-11,1
77011,276135,1,2022-07-11,1
77012,277403,1,2022-07-11,1
77013,275277,1,2022-07-11,1
77015,276135,1,2022-07-11,1
77016,277508,1,2022-07-11,1
77019,264295,1,2022-07-11,1
77020,274498,1,2022-07-11,1
77021,275470,1,2022-07-11,1
77027,261668,1,2022-07-12,1
77028,280249,1,2022-07-12,1
77030,262988,1,2022-07-12,1
77032,279738,1,2022-07-12,1
77033,281200,1,2022-07-12,1
77034,275470,1,2022-07-12,1
77035,275637,1,2022-07-12,1
77039,268618,1,2022-07-12,1
77042,261813,1,2022-07-12,1
77044,280324,1,2022-07-12,1
77047,262817,1,2022-07-12,1
77048,266766,1,2022-07-13,1
77050,262580,1,2022-07-13,1
77051,280324,1,2022-07-13,1
77052,262459,1,2022-07-13,1
77059,280868,1,2022-07-13,1
77060,274996,1,2022-07-13,1
77062,275277,1,2022-07-13,1
77064,275637,1,2022-07-13,1
77065,271787,1,2022-07-13,1
77066,281096,1,2022-07-13,0
77069,272909,1,2022-07-13,1
77072,268618,1,2022-07-14,1
77073,274996,1,2022-07-14,1
77078,274906,1,2022-07-14,1
77079,266814,1,2022-07-14,1
77080,277668,1,2022-07-14,1
77081,280249,1,2022-07-14,1
77082,269741,1,2022-07-14,1
77086,281200,1,2022-07-14,1
77087,278764,1,2022-07-14,1
77088,261491,1,2022-07-14,1
77091,278927,1,2022-07-15,1
77100,281512,1,2022-07-15,1
77102,266814,1,2022-07-15,1
77103,276783,1,2022-07-15,1
77104,274209,1,2022-07-15,1
77105,266814,1,2022-07-15,1
77108,275470,1,2022-07-15,1
77110,266001,1,2022-07-15,1
77113,268827,1,2022-07-15,1
77114,278539,1,2022-07-15,1
77115,278927,1,2022-07-15,1
77116,274039,1,2022-07-15,1
77118,280689,1,2022-07-15,1
77121,269054,1,2022-07-16,1
77123,261905,2,2022-07-16,1
77125,266814,1,2022-07-16,1
77128,275045,1,2022-07-16,1
77130,274906,1,2022-07-16,1
77133,277866,1,2022-07-16,1
77137,274498,1,2022-07-16,1
77139,261668,1,2022-07-16,1
77140,278582,1,2022-07-16,1
77141,263307,1,2022-07-16,1
77145,280689,1,2022-07-17,1
77146,280249,1,2022-07-17,1
77147,266012,1,2022-07-17,1
77148,279881,1,2022-07-17,1
77149,266814,1,2022-07-17,1
77150,266814,1,2022-07-17,1
77151,278927,1,2022-07-17,1
77153,269741,1,2022-07-17,1
77154,269741,1,2022-07-17,1
77156,280207,1,2022-07-17,1
77157,268011,1,2022-07-17,1
77159,279738,1,2022-07-17,1
77160,280207,1,2022-07-17,1
77162,277084,1,2022-07-17,1
77163,268011,1,2022-07-17,1
77164,266814,1,2022-07-17,1
77168,279482,1,2022-07-18,1
77171,266814,1,2022-07-18,1
77172,279508,1,2022-07-18,1
77174,277864,1,2022-07-18,1
77180,270738,1,2022-07-18,1
77181,261682,1,2022-07-18,1
77184,278753,1,2022-07-18,1
77185,277403,1,2022-07-18,1
77186,276783,1,2022-07-18,1
77187,276784,1,2022-07-18,1
77188,261550,1,2022-07-18,1
77189,261782,1,2022-07-18,1
77191,279482,1,2022-07-18,1
77192,281961,1,2022-07-18,1
77193,278833,1,2022-07-18,1
77195,276439,1,2022-07-18,1
77196,281961,1,2022-07-18,1
77201,266814,1,2022-07-19,1
77203,266477,1,2022-07-19,1
77205,266814,1,2022-07-19,1
77208,274996,1,2022-07-19,1
77209,280249,1,2022-07-19,1
77210,280207,1,2022-07-19,1
77212,274906,1,2022-07-19,1
77213,280249,1,2022-07-19,1
77216,269741,1,2022-07-19,1
77217,268990,1,2022-07-19,1
77221,274906,2,2022-07-19,1
77223,261491,1,2022-07-19,1
77226,278283,1,2022-07-19,1
77228,280207,1,2022-07-20,1
77230,280207,1,2022-07-20,1
77231,266766,1,2022-07-20,1
77235,261756,1,2022-07-20,1
77236,280868,1,2022-07-20,1
77238,280249,1,2022-07-20,1
77239,274996,1,2022-07-20,1
77241,281961,1,2022-07-20,1
77243,268764,1,2022-07-20,1
77247,279738,1,2022-07-20,1
77250,281961,1,2022-07-20,1
77252,281512,1,2022-07-20,1
77253,277084,1,2022-07-20,1
77254,278753,1,2022-07-20,1
77255,280689,1,2022-07-20,1
77256,280121,1,2022-07-20,1
77257,281961,1,2022-07-20,1
77258,281961,1,2022-07-20,1
77262,264146,1,2022-07-21,1
77263,266012,1,2022-07-21,1
77264,275468,1,2022-07-21,1
77277,272261,1,2022-07-21,1
77278,281961,1,2022-07-21,1
77280,281512,1,2022-07-21,1
77282,278753,1,2022-07-21,1
77283,266814,1,2022-07-21,1
77286,281961,1,2022-07-21,1
77288,278582,1,2022-07-21,1
77293,281961,1,2022-07-21,1
77295,281961,1,2022-07-21,1
77296,266012,1,2022-07-21,1
77297,264146,1,2022-07-21,1
77299,278283,1,2022-07-21,1
77301,264146,1,2022-07-22,1
77302,261756,1,2022-07-22,1
77304,280207,1,2022-07-22,1
77305,282164,1,2022-07-22,1
77306,266814,1,2022-07-22,1
77307,266814,1,2022-07-22,1
77309,282207,1,2022-07-22,1
77310,261828,1,2022-07-22,1
77313,280249,1,2022-07-23,1
77314,274996,1,2022-07-23,1
77315,280772,1,2022-07-23,1
77320,277398,1,2022-07-23,1
77321,261756,1,2022-07-23,1
77325,280207,1,2022-07-23,1
77326,271519,1,2022-07-23,1
77327,280689,1,2022-07-23,1
77328,280772,1,2022-07-23,1
77330,275637,1,2022-07-23,1
77331,266814,2,2022-07-23,1
77338,282094,1,2022-07-24,1
77341,280159,1,2022-07-24,1
77346,274498,1,2022-07-24,1
